	ref_title	ref_context	ref_entry	abstract	intro	ref_link
167	Improving Identification of Difficult Small Classes by Balancing Class Distribution	['Laurikkala <NO> is an under-sampling method.', 'Although it is impossible to predict what true class distribution should be <NO>, <NO> it is observed that classifiers learn well from a balanced distribution than from an imbalanced one <NO>, <NO>, <NO>.', 'Neighborhood Cleaning Rule Neighborhood Cleaning Rule (NCL) <NO> uses the Wilson’s Edited Nearest Neighbor Rule (ENN) <NO> to remove majority class examples.', 'Studies have shown that for several base classifiers, a balanced data set provides improved overall classification performance compared to an imbalanced data set <NO>, <NO>, <NO>.', 'Some representative work in this area includes the OSS method <NO>, the condensed nearest neighbor rule and Tomek Links ðCNNþTomek LinksÞ integration method <NO>, the neighborhood cleaning rule (NCL) <NO> based on the edited nearest neighbor (ENN) rule—which removes examples that differ from two of its three nearest neighbors, and the integrations of SMOTE with ENN ðSMOTEþENNÞ and SMOTE with Tomek links ðSMOTEþTomekÞ <NO>.']	Jorma Laurikkala. 2001. Improving Identification of Difficult Small Classes by Balancing Class Distribution. Springer.			http://scholar.google.com/scholar?hl=en&q=Jorma+Laurikkala.+2001.+Improving+Identification+of+Difficult+Small+Classes+by+Balancing+Class+Distribution.+Springer.
168	The novelty detection approach for different degrees of class imbalance	[]	Hyoung-joo Lee, and Sungzoon Cho. 2006. The novelty detection approach for different degrees of class imbalance. Neural Information Processing. Springer, 21–30.			https://doi.org/10.1007/11893257_3
169	Regularization in skewed binary classification	[]	Sauchi Stephen Lee. 1999. Regularization in skewed binary classification. Comput. Stat. 14, 2 (1999), 277.			http://scholar.google.com/scholar?hl=en&q=Sauchi+Stephen+Lee.+1999.+Regularization+in+skewed+binary+classification.+Comput.+Stat.+14%2C+2+%281999%29%2C+277.
170	Noisy replication in skewed binary classification	[]	Sauchi Stephen Lee. 2000. Noisy replication in skewed binary classification. Comput. Stat. Data Anal. 34, 2 (2000), 165–191.			https://doi.org/10.1016/S0167-9473(99)00095-X
171	Loss functions in time series forecasting	[]	Tae-Hwy Lee. 2008. Loss functions in time series forecasting. International Encyclopedia of the Social Sciences (2008).			http://scholar.google.com/scholar?hl=en&q=Tae-Hwy+Lee.+2008.+Loss+functions+in+time+series+forecasting.+International+Encyclopedia+of+the+Social+Sciences+%282008%29.
172	An improved P-SVM method used to deal with imbalanced data sets	[]	Chen Li, Chen Jing, and Gao Xin-tao. 2009. An improved P-SVM method used to deal with imbalanced data sets. IEEE International Conference on Intelligent Computing and Intelligent Systems, 2009. ICIS 2009, Vol. 1. IEEE, 118–122.			http://scholar.google.com/scholar?hl=en&q=Chen+Li%2C+Chen+Jing%2C+and+Gao+Xin-tao.+2009.+An+improved+P-SVM+method+used+to+deal+with+imbalanced+data+sets.+In+IEEE+International+Conference+on+Intelligent+Computing+and+Intelligent+Systems%2C+2009.+ICIS+2009%2C+Vol.+1.+IEEE%2C+118%2D%2D122.
173	An improved SMOTE imbalanced data classification method based on support degree	[]	Kewen Li, Wenrong Zhang, Qinghua Lu, and Xianghua Fang. 2014. An improved SMOTE imbalanced data classification method based on support degree. 2014 International Conference on Identification, Information and Knowledge in the Internet of Things (IIKI). IEEE, 34–38.	Imbalanced data-set Classification has become a hotspot problem in Data Mining. The essential assumption of the traditional classification algorithms is that the distribution of the classes is balanced, therefore the algorithms used in Imbalanced data-set Classification cannot achieve an ideal effect. In view of imbalance date-set classification, we propose an oversampling method based on support degree in order to guide people to select minority class samples and generate new minority class samples. In the light of support degree, it is now possible to identify minority class boundary samples, then produce a number of new samples between the boundary samples and their neighbors, finally add the synthetic samples to the original data-set to participate in training and testing. Experimental results show that the method has an obvious advantage in dealing with imbalanced data-set. 	"In data level, people mainly use sampling techniques to deal with imbalanced data. The basic idea of sampling is that we change the distribution of training samples to overcome the imbalance of data-set. Data sampling techniques include three types: under-sampling, over-sampling, mixed sampling. Under-sampling removes some majority class samples in order to achieve balanced data-set; oversampling increases the number of minority class samples to change the distribution of data-set; mix sampling uses both over-sampling and undersampling techniques to deal with data-set.
1) Under-sampling technique Random under-sampling <NO> is the most simple and common method in under-sampling technique, it changes the distribution of data-set by removing some negative class samples randomly, but this method also exists shortcomings, such as deleting samples artificially may lose the samples with important information and reduce the performance of classifiers.
NCR(Neighborhood Cleaning Rule, NCR) proposed by J.Laurikkala <NO> is an under-sampling method. It uses the nearest neighbor thought to remove negative class samples. Its basic idea is as follows: select a sample iX from data-set randomly, then find its three nearest neighbors and their categories, compare iX with the three neighbors: if iX is a negative class sample, at least two of the three samples are positive class samples, then remove iX from the data-set; if
iX is a positive class sample, at least two of the three samples are negative class samples, then remove the three neighbors from the data-set. So you can use this method to under-sample negative class samples.
978-1-4799-8003-1/14 $31.00 © 2014 IEEE DOI 10.1109/IIKI.2014.14
34
2) Over-sampling technique Random over-sampling <NO> is the most simple and common method in oversampling technique. It increases the number of positive class by copying positive class samples randomly. This method really changes the distribution of dataset, but it has some shortcomings: copying too many positive class samples may cause classifier over-fitting , the time required for building classifiers becomes longer.
SMOTE algorithm <NO> is a classic oversampling algorithm. The basic idea of SMOTE is that new positive class samples are synthesized through linear interpolation between two near positive class samples, then add them to the original data-set. The two classes could be balanced by increasing new minority class samples. The specific approach is: for a positive class sample iX , calculate its distance from other samples of positive class, then select a sample jX from the k-nearest neighbor samples of positive class randomly, finally generate new samples as the following manner:
(0,1) ( )new i j iX X rand X X
According to Eq. 1, newX is added to participate in the training and testing. The method can prevent the occurrence of over-fitting effectively because it is not just copying positive class samples, but it cannot provide a scalar control of the number of new samples, and it cannot select positive class samples and synthesize new samples with guidance, so the quality of the new samples is not very good.
3) Mix sampling technique Both over-sampling and under-sampling are able to reduce the imbalance of data-set, but they have some drawbacks inevitably. C.Drummond <NO> proposed that the performance of classifiers which are built based on under-sampling technology is superior to the performance of classifiers which are built based on over-sampling technology, Chris Seiffert <NO> put forward a similar view from the model training complexity and training time, GEBatista <NO> thought that over-sampling technique was better than under-sampling techniques when there are overlaps in the data-set. There is not a uniform conclusion about which is better method. Therefore, combination of the two techniques is a common approach to imbalanced data classification."	https://doi.org/10.1109/IIKI.2014.14
174	A hybrid re-sampling method for SVM learning from imbalanced data sets	[]	Peng Li, Pei-Li Qiao, and Yuan-Chao Liu. 2008. A hybrid re-sampling method for SVM learning from imbalanced data sets. Fifth International Conference on Fuzzy Systems and Knowledge Discovery, 2008. FSKD’08. Vol. 2. IEEE, 65–69.	Support Vector Machine (SVM) has been widely studied and shown success in many application fields. However, the performance of SVM drops significantly when it is applied to the problem of learning from imbalanced data sets in which negative instances greatly outnumber the positive instances. This paper analyzes the intrinsic factors behind this failure and proposes a suitable re-sampling method. We re-sample the imbalance data by using variable SOM clustering so as to overcome the flaws of the traditional re-sampling methods, such as serious randomness, subjective interference and information loss. Then we prune the training set by means of K-NN rule to solve the problem of data confusion, which improves the generalization ability of SVM. Experiment results show that our method obviously improves the performance of the SVM on imbalanced data sets.	"Imbalanced datasets have two inner factors, namely, imbalance ratio (IR) and lack of information (LI). Imbalance ratio is the value of Number of Majority/ Number of Minority and LI is the lack of information for the monority class. For a data set consisting of 100:10 majority : minority examples the imbalance factor IR is the same as in a data set of 1000:100, but the intuition implicate us there are several defference in them. In the first case the minority class is poorly respresented and suffers more from the LI factor than in the second case. Both the above inherent factors are present in every IDS learning problem, in combination with other external factors, such as overlap, complexity, size of the data and high dimension etc.
We theoretically analyze Influencing factors by means of linear separable imbalanced datasets. In figure 1(a), SVM learning from an imbanlanced data set, the result show that the learning hyperplane has almost the same orientation as the ideal hyperplane, but the distance of the learning hyperplane is far away from the ideal hyperplane. Furthermore, learning hyperplane is too close to the positive support vectors. In figure 1(b), the learning hyperplane will lean toward the negative instances and mis-identify the positive instances to negative ones in the process of testing. The phenomemon is data-whelming, when the training data gets more imbalanced, the ratio between the positive and negative support vectors also becomes more skewed. They dicide the learning hyperplane far off the ideal hyperplane, the neighborhood of a testing instances close to the boundary is more likely to be dominated by negative support vectors and hence the decision function is more likely to classify a boundary point negative and led to the majority whelm the minority.
If we randomly under-sampe the majority instances of imbalance training data, until their numbers are equal to the minority instances in gross. In figure 2(a), we can
see that the learning hyperplane is close to ideal hyperplane but the orientation of the learning hyperplane is no longer accurate. In figure 2(b), the learning hyperplane will lead to severely wrong classification result in the process of testing. This phenomemon is information loss. The reason is that mass negative instances are cut down randomly lead to many valuable information is lossing, the remainder negative instances can no longer give good cues about the orientation of the hyperplane and there is a greater degree of freedom for the orientation to vary.
From above analysis, we get the guiding principle to our re-sampling method that is to find a strategy to filter large number of majority instances, which are far away from the target boundary, without losing too many minority instances. This allows us to concentrate on distinguishing the more difficult boundary instances and reduce the imbablance ratio which makes the learning task more tractable."	https://doi.org/10.1109/FSKD.2008.407
175	UCI Machine Learning Repository	['Since we want to promote reproducibility, most of them are public domain benchmark data sets available in repositories such as UCI Machine Learning Repository <NO> or used in projects like Statlog <NO>.', 'Many datasets in these two collections are available or are modifications of datasets in the UCI Repository <NO>.']	M. Lichman. 2013. UCI Machine Learning Repository. University of California, Irvine, School of Information and Computer Sciences. http://archive.ics.uci.edu/ml.			http://scholar.google.com/scholar?hl=en&q=M.+Lichman.+2013.+UCI+Machine+Learning+Repository.+University+of+California%2C+Irvine%2C+School+of+Information+and+Computer+Sciences.+http%3A%2F%2Farchive.ics.uci.edu%2Fml.
176	Fuzzy support vector machines	['Fuzzy support vector machines (FSVMs) is a variant of the SVM learning algorithm, which was originally proposed in <NO> in order to handle the problem of outliers and noise.', 'Lin and Wang <NO> applies a fuzzymembership value for each training example, which is based on the importance of that example of its class, and reformulates the SVM learning algorithm such that different input points can make different contributions when finding the separating hyperplane.', 'initially proposed in <NO>, as a solution for the problem of outliers and noise.', 'As mentioned earlier, the FSVM method proposed in <NO> assigns different fuzzy-membership values mi (or weights) for different examples to reflect their importance for their own class, where more important examples are assigned higher membership values, while the less-important ones, such as outliers and noise, are assigned lower membership values.', 'In order to solve the FSVM optimization problem, (13) is transformed into the following dual Lagrangian <NO>:', '1) f(xi) is Based on the Distance from the Own Class Center: In this method, f(xi) is defined with respect to dcen i , which is the distance between xi and its own class center, as previously proposed for FSVMs in <NO>.']	Chun-Fu Lin, and Sheng-De Wang. 2002. Fuzzy support vector machines. IEEE Trans. Neur. Network. 13, 2 (2002), 464–471.	A support vector machine (SVM) learns the decision surface from two distinct classes of the input points. In many applications, each input point may not be fully assigned to one of these two classes. In this paper, we apply a fuzzy membership to each input point and reformulate the SVMs such that different input points can make different constributions to the learning of decision surface. We call the proposed method fuzzy SVMs (FSVMs).	In this section we briefly review the basis of the theory of SVM in classification problems <NO>–<NO>.	https://doi.org/10.1109/TFUZZ.2010.2042721
177	Generative oversampling for mining imbalanced datasets	[]	Alexander Liu, Joydeep Ghosh, and Cheryl E. Martin. 2007. Generative oversampling for mining imbalanced datasets. DMIN. 66–72.			http://scholar.google.com/scholar?hl=en&q=Alexander+Liu%2C+Joydeep+Ghosh%2C+and+Cheryl+E.+Martin.+2007.+Generative+oversampling+for+mining+imbalanced+datasets.+In+DMIN.+66%2D%2D72.
178	A robust decision tree algorithm for imbalanced data sets	[]	Wei Liu, Sanjay Chawla, David A. Cieslak, and Nitesh V. Chawla. 2010. A robust decision tree algorithm for imbalanced data sets. SDM, Vol. 10. SIAM, 766–777.			http://scholar.google.com/scholar?hl=en&q=Wei+Liu%2C+Sanjay+Chawla%2C+David+A.+Cieslak%2C+and+Nitesh+V.+Chawla.+2010.+A+robust+decision+tree+algorithm+for+imbalanced+data+sets.+In+SDM%2C+Vol.+10.+SIAM%2C+766%2D%2D777.
179	Exploratory undersampling for class-imbalance learning	['Literally hundreds of research papers have reported that imbalanced data lead to performance losses, and some sort of treatment (such as sampling <NO>, cost-sensitive learning <NO>, ensembles <NO>, among others) are able to improve classification.']	Xu-Ying Liu, Jianxin Wu, and Zhi-Hua Zhou. 2009. Exploratory undersampling for class-imbalance learning. IEEE Trans. Syst. Man Cybernet. B 39, 2 (2009), 539–550.	Undersampling is a popular method in dealing with class-imbalance problems, which uses only a subset of the majority class and thus is very efficient. The main deficiency is that many majority class examples are ignored. We propose two algorithms to overcome this deficiency. EasyEnsemble samples several subsets from the majority class, trains a learner using each of them, and combines the outputs of those learners. BalanceCascade trains the learners sequentially, where in each step, the majority class examples that are correctly classified by the current trained learners are removed from further consideration. Experimental results show that both methods have higher Area Under the ROC Curve, F-measure, and G-mean values than many existing classimbalance learning methods. Moreover, they have approximately the same training time as that of undersampling when the same number of weak classifiers is used, which is significantly faster than other methods.	"As mentioned in the previous section, many existing classimbalance learning methods manipulate the following four components: training set size, class prior, cost matrix, and placement of decision boundary. Here, we pay special attention to two classes of methods that are most widely used: sampling
1083-4419/$25.00 © 2008 IEEE
and cost-sensitive learning. For other methods, we refer the readers to <NO> for a more complete and detailed review.
Sampling is a class of methods that alters the size of training sets. Undersampling and oversampling change the training sets by sampling a smaller majority training set and repeating instances in the minority training set, respectively <NO>. The level of imbalance is reduced in both methods, with the hope that a more balanced training set can give better results. Both sampling methods are easy to implement and have been shown to be helpful in imbalanced problems <NO>, <NO>. Undersampling requires shorter training time, at the cost of ignoring potentially useful data. Oversampling increases the training set size and thus requires longer training time. Furthermore, it tends to lead to overfitting since it repeats minority class examples <NO>, <NO>. Aside from the basic undersampling and oversampling methods, there are also methods that sample in more complex ways. SMOTE <NO> added new synthetic minority class examples by randomly interpolating pairs of closest neighbors in the minority class. The one-sided selection procedures <NO> tried to find a representative subset of majority class examples by only removing “borderline” and “noisy” majority examples. Some other methods combine different sampling strategies to achieve further improvement <NO>. In addition, researchers have studied the effect of varying the level of imbalance and how to find the best ratio when a C4.5 tree classifier was used <NO>.
Cost-sensitive learning <NO>, <NO> is another important class of class-imbalance learning methods. Although many learning algorithms have been adapted to accommodate class-imbalance and cost-sensitive problems, variants of AdaBoost appear to be the most popular ones. Many cost-sensitive boosting algorithms have been proposed <NO>. A common strategy of these variants was to intentionally increase the weights of examples with higher misclassification cost in the boosting process. In <NO>, the initial weights of high cost examples were increased. It was reported that, however, the weight differences between examples in different classes disappear quickly when the boosting process proceeds <NO>. Thus, many algorithms raised high cost examples’ weights in every iteration of the boosting process, for example, AsymBoost <NO>, AdaCost <NO>, CSB <NO>, DataBoost <NO>, and AdaUBoost <NO>, just to name a few. Another way to adapt a boosting algorithm to cost-sensitive problems is to change the weights of the weak classifiers in forming the final ensemble classifier, such as BMPM <NO> and LAC <NO>. Unlike the heuristic methods mentioned earlier, Asymmetric Boosting <NO> directly minimized a cost-sensitive loss function in the statistical interpretation of boosting.
SMOTEBoost <NO> is designed for class-imbalance learning, which is very similar to AsymBoost. Both methods alter the distribution for the minority class and majority class in separate ways. The only difference is how these distributions are altered. AsymBoost directly updates instance weights for the majority class and minority class differently in each iteration, while SMOTEBoost alters distribution by first updating instance weights for majority class and minority class equally and then using SMOTE to get new minority class instances.
Chan and Stolfo <NO> introduced an approach to explore majority class examples. They split the majority class into several nonoverlapping subsets, with each subset having ap-
proximately the same number of examples as the minority class. One classifier was trained from each of these subsets and the minority class. The final classifier ensembled these classifiers using stacking <NO>. However, when a data set is highly imbalanced, this approach requires a much longer training time than undersampling. Moreover, since the minority class examples are used by every classifier, stacking these classifiers will have a high probability of suffering from overfitting when the number of minority class examples is limited.
III. EasyEnsemble AND BalanceCascade
As was shown by Drummond and Holte <NO>, undersampling is an efficient strategy to deal with class imbalance. However, the drawback of undersampling is that it throws away many potentially useful data. In this section, we propose two strategies to explore the majority class examples ignored by undersampling: EasyEnsemble and BalanceCascade."	https://doi.org/10.1109/TSMCB.2008.2007853
180	Boosting prediction accuracy on imbalanced datasets with SVM ensembles	[]	Yang Liu, Aijun An, and Xiangji Huang. 2006. Boosting prediction accuracy on imbalanced datasets with SVM ensembles. Advances in Knowledge Discovery and Data Mining. Springer, 107–118.			https://doi.org/10.1007/11731139_15
181	An insight into classification with imbalanced data: Empirical results and current trends on using data intrinsic characteristics	[]	Victoria López, Alberto Fernández, Salvador Garcı́a, Vasile Palade, and Francisco Herrera 2013. An insight into classification with imbalanced data: Empirical results and current trends on using data intrinsic characteristics. Inform. Sci			http://scholar.google.com/scholar?hl=en&q=Victoria+L%C3%B3pez%2C+Alberto+Fern%C3%A1ndez%2C+Salvador+Garc%C3%ADa%2C+Vasile+Palade%2C+and+Francisco+Herrera.+2013.+An+insight+into+classification+with+imbalanced+data%3A+Empirical+results+and+current+trends+on+using+data+intrinsic+characteristics.+Inform.+Sci.+250+%282013%29%2C+113%2D%2D141.
182	On the importance of the validation technique for classification with imbalanced datasets: Addressing covariate shift when data is skewed	[]	Victoria López, Alberto Fernández, and Francisco Herrera. 2014. On the importance of the validation technique for classification with imbalanced datasets: Addressing covariate shift when data is skewed. Inform. Sci. 257 (2014), 1–13.			https://doi.org/10.1016/j.ins.2013.09.038
183	An evolutionary algorithm for the discovery of rare class association rules in learning management systems	[]	José Marı́a Luna, Cristóbal Romero, José Raúl Romero, and Sebastián Ventura 2015. An evolutionary algorithm for the discovery of rare class association rules in learning management systems. Appl. Intell. 42,			https://doi.org/10.1007/s10489-014-0603-4
184	Local neighbourhood extension of SMOTE for mining imbalanced data	[]	Tomasz Maciejewski, and Jerzy Stefanowski. 2011. Local neighbourhood extension of SMOTE for mining imbalanced data. 2011 IEEE Symposium on Computational Intelligence and Data Mining (CIDM). IEEE, 104–111.			http://scholar.google.com/scholar?hl=en&q=Tomasz+Maciejewski+and+Jerzy+Stefanowski.+2011.+Local+neighbourhood+extension+of+SMOTE+for+mining+imbalanced+data.+In+2011+IEEE+Symposium+on+Computational+Intelligence+and+Data+Mining+%28CIDM%29.+IEEE%2C+104%2D%2D111.
185	A new approach for classification of highly imbalanced datasets using evolutionary algorithms	[]	Satyam Maheshwari, Jitendra Agrawal, and Sanjeev Sharma. 2011. A new approach for classification of highly imbalanced datasets using evolutionary algorithms. Intl. J. Sci. Eng. Res 2 (2011), 1–5.			http://scholar.google.com/scholar?hl=en&q=Satyam+Maheshwari%2C+Jitendra+Agrawal%2C+and+Sanjeev+Sharma.+2011.+A+new+approach+for+classification+of+highly+imbalanced+datasets+using+evolutionary+algorithms.+Intl.+J.+Sci.+Eng.+Res+2+%282011%29%2C+1%2D%2D5.
186	Learning when data sets are imbalanced and when costs are unequal and unknown	[', (Drummond & Holte, 2003), (Kubat & Matwin, 1997), (Maloof, 2003), (Japkowicz, 2000), (Weiss & Provost, 2003), (Chawla et al.', 'There is a significant body of research comparing the various sampling methods <NO>.', '(In the remainder of the paper negative is always taken to be the majority class and positive is the minority class) Example applications include vision recognition <NO>, bioinformatics<NO>, credit card fraud detection<NO>, the detection of oil spills<NO> and so on.', 'accuracy (OA), may not be able to provide a comprehensive assessment of the learning algorithm <NO>, <NO>, <NO>, <NO>, <NO>, <NO>, <NO>, <NO>.', 'anced learning problems <NO>, <NO>, <NO>.', ', only an informal assertion is known, such as misclassifications on the positive class are more expensive than the negative class <NO>.', 'However, Maloof <NO> notes that the precise definition', 'Many representative works on the ineffectiveness of accuracy in the imbalanced learning scenario exist in the community <NO>, <NO>, <NO>, <NO>, <NO>, <NO>, <NO>, <NO>.', 'In particular, it has been indicated that learning from imbalanced data sets and learning when costs are unequal and unknown can be handled in a similar manner <NO>, and cost-sensitive learning is a good solution to the class imbalance problem <NO>.', 'Although some studies have shown that oversampling is effective in learning with imbalanced data sets <NO>, <NO>, <NO>, it should be noted that oversampling usually increases the training time and may lead to overfitting since it involves making exact copies of examples <NO>, <NO>.', 'Nevertheless, some studies have shown that undersampling is effective in learning with imbalanced data sets <NO>, <NO>, <NO>, sometimes even stronger than oversampling, especially on large data sets <NO>, <NO>.', 'A recent study has shown that threshold-moving is as effective as sampling methods in addressing the class imbalance problem <NO>.']	Marcus A. Maloof. 2003. Learning when data sets are imbalanced and when costs are unequal and unknown. ICML-2003 Workshop on Learning from Imbalanced Data Sets II, Vol. 2. 2–1.			http://scholar.google.com/scholar?hl=en&q=Marcus+A.+Maloof.+2003.+Learning+when+data+sets+are+imbalanced+and+when+costs+are+unequal+and+unknown.+In+ICML-2003+Workshop+on+Learning+from+Imbalanced+Data+Sets+II%2C+Vol.+2.+2%2D%2D1.
187	One-class SVMs for document classification	['Representative works in this area include the one-class SVMs <NO>, <NO>, <NO>, <NO>, <NO>, <NO> and the autoassociator (or autoencoder) method <NO>, <NO>, <NO>, <NO>.', 'Meanwhile, Manevitz and Yousef <NO> and <NO> presented the successful applications of the one-class learning approach to the document classification domain based on SVMs and autoencoder, respectively.', 'One-class classification has seen a rise in application over the years, for example, in the use of document classification <NO>, typist recognition <NO> and compliance verification of the CTBT <NO>.']	Larry Manevitz, and Malik Yousef. 2002. One-class SVMs for document classification. J. Mach. Learn. Res. 2 (2002), 139–154.			https://doi.org/10.5555/944790.944808
188	Proximal support vector machine classifiers	[]	Olvi L. Mangasarian, and Edward W. Wild. 2001. Proximal support vector machine classifiers. Proceedings KDD-2001: Knowledge Discovery and Data Mining. Citeseer.			https://doi.org/10.1145/502512.502527
189	Intelligent rule mining algorithm for classification over imbalanced data	[]	Veenu Mangat, and Renu Vig. 2014. Intelligent rule mining algorithm for classification over imbalanced data. J. Emerg. Technol. Web Intell. 6, 3 (2014), 373–379.			http://scholar.google.com/scholar?hl=en&q=Veenu+Mangat+and+Renu+Vig.+2014.+Intelligent+rule+mining+algorithm+for+classification+over+imbalanced+data.+J.+Emerg.+Technol.+Web+Intell.+6%2C+3+%282014%29%2C+373%2D%2D379.
190	kNN approach to unbalanced data distributions: A case study involving information extraction	['This reduction can be done randomly in which case it is called random undersampling <NO> or it can be done by using some statistical knowledge in which case it is called informed undersampling <NO>.', 'Based on the characteristics of the given data distribution, four KNN undersampling methods were proposed in <NO>, namely, NearMiss-1, NearMiss-2, NearMiss-3, and the “most distant” method.', 'In addition, several informed sampling methods have been introduced in <NO>.']	Inderjeet Mani, and Jianping Zhang. 2003. kNN approach to unbalanced data distributions: A case study involving information extraction. Proceedings of Workshop on Learning from Imbalanced Datasets.			http://scholar.google.com/scholar?hl=en&q=Inderjeet+Mani+and+Jianping+Zhang.+2003.+kNN+approach+to+unbalanced+data+distributions%3A+A+case+study+involving+information+extraction.+In+Proceedings+of+Workshop+on+Learning+from+Imbalanced+Datasets.
191	SNEOM: A sanger network based extended over-sampling method. application to imbalanced biomedical datasets	[]	José Manuel Martı́nez-Garcı́a, Carmen Paz Suárez-Araujo, and Patricio Garcı́a Báez 2012. SNEOM: A sanger network based extended over-sampling method. application to imbalanced biomedical datasets. In Neural Information			https://doi.org/10.1007/978-3-642-34478-7_71
192	Cost-weighted boosting with jittering and over/under-sampling: JOUS-boost	[]	David Mease, Abraham Wyner, and Andreas Buja. 2007. Cost-weighted boosting with jittering and over/under-sampling: JOUS-boost. J. Mach. Learn. Res. 8 (2007), 409–439.			http://scholar.google.com/scholar?hl=en&q=David+Mease%2C+Abraham+Wyner%2C+and+Andreas+Buja.+2007.+Cost-weighted+boosting+with+jittering+and+over%2Funder-sampling%3A+JOUS-boost.+J.+Mach.+Learn.+Res.+8+%282007%29%2C+409%2D%2D439.
193	Training and assessing classification rules with imbalanced data	[]	Giovanna Menardi, and Nicola Torelli. 2010. Training and assessing classification rules with imbalanced data. Data Min. Knowl. Discov. (2010), 1–31.			https://doi.org/10.1007/s10618-012-0295-5
194	Basic principles of ROC analysis	[]	Charles E. Metz. 1978. Basic principles of ROC analysis. Seminars in Nuclear Medicine, Vol. 8. Elsevier, 283–298.			http://scholar.google.com/scholar?hl=en&q=Charles+E.+Metz.+1978.+Basic+principles+of+ROC+analysis.+In+Seminars+in+Nuclear+Medicine%2C+Vol.+8.+Elsevier%2C+283%2D%2D298.
195	Imbalanced classification based on active learning SMOTE	[]	Ying Mi. 2013. Imbalanced classification based on active learning SMOTE. Res. J. Appl. Sci. 5 (2013).			http://scholar.google.com/scholar?hl=en&q=Ying+Mi.+2013.+Imbalanced+classification+based+on+active+learning+SMOTE.+Res.+J.+Appl.+Sci.+5+%282013%29.
196	Feature selection for unbalanced class distribution and naive bayes	[]	Dunja Mladenic, and Marko Grobelnik. 1999. Feature selection for unbalanced class distribution and naive bayes. ICML, Vol. 99. 258–267.			https://doi.org/10.5555/645528.657649
197	A unifying view on dataset shift in classification	[]	Jose G. Moreno-Torres, Troy Raeder, Rocı́o Alaiz-Rodrı́guez, Nitesh V. Chawla, and Francisco Herrera 2012. A unifying view on dataset shift in classification. Pattern Recogn. 45,			https://doi.org/10.1016/j.patcog.2011.06.019
198	Three-way rocs	[]	Douglas Mossman. 1999. Three-way rocs. Med. Dec. Mak. 19, 1 (1999), 78–89.			http://scholar.google.com/scholar?hl=en&q=Douglas+Mossman.+1999.+Three-way+rocs.+Med.+Dec.+Mak.+19%2C+1+%281999%29%2C+78%2D%2D89.
199	A novel framework for class imbalance learning using intelligent under-sampling	[]	Satuluri Naganjaneyulu, and Mrithyumjaya Rao Kuppa. 2013. A novel framework for class imbalance learning using intelligent under-sampling. Progr. Artif. Intell. 2, 1 (2013), 73–84.			http://scholar.google.com/scholar?hl=en&q=Satuluri+Naganjaneyulu+and+Mrithyumjaya+Rao+Kuppa.+2013.+A+novel+framework+for+class+imbalance+learning+using+intelligent+under-sampling.+Progr.+Artif.+Intell.+2%2C+1+%282013%29%2C+73%2D%2D84.
200	LVQ-SMOTE– learning vector quantization based synthetic minority over–sampling technique for biomedical data	[]	Munehiro Nakamura, Yusuke Kajiwara, Atsushi Otsuka, and Haruhiko Kimura. 2013. LVQ-SMOTE– learning vector quantization based synthetic minority over–sampling technique for biomedical data. BioData Min. 6, 1 (2013), 16.			http://scholar.google.com/scholar?hl=en&q=Munehiro+Nakamura%2C+Yusuke+Kajiwara%2C+Atsushi+Otsuka%2C+and+Haruhiko+Kimura.+2013.+LVQ-SMOTE%2D%2Dlearning+vector+quantization+based+synthetic+minority+over%2D%2Dsampling+technique+for+biomedical+data.+BioData+Min.+6%2C+1+%282013%29%2C+16.
201	Learning from imbalanced data in presence of noisy and borderline examples	[]	Krystyna Napierała, Jerzy Stefanowski, and Szymon Wilk. 2010. Learning from imbalanced data in presence of noisy and borderline examples. Rough Sets and Current Trends in Computing. Springer, 158–167.			https://doi.org/10.5555/1876210.1876233
202	Diversified sensitivity-based undersampling for imbalance classification problems	[]	Wing WY Ng, Jiankun Hu, Daniel S. Yeung, Sha Yin, and Fabio Roli. 2014. Diversified sensitivity-based undersampling for imbalance classification problems. (2014).			http://scholar.google.com/scholar?hl=en&q=Wing+WY+Ng%2C+Jiankun+Hu%2C+Daniel+S.+Yeung%2C+Sha+Yin%2C+and+Fabio+Roli.+2014.+Diversified+sensitivity-based+undersampling+for+imbalance+classification+problems.+%282014%29.
203	Error back-propagation algorithm for classification of imbalanced data	[]	Sang-Hoon Oh. 2011. Error back-propagation algorithm for classification of imbalanced data. Neurocomputing 74, 6 (2011), 1058–1061.			https://doi.org/10.1016/j.neucom.2010.11.024
204	Imbalanced clustering for microarray time-series	['Specifically, this form of imbalance is referred to as a between-class imbalance; not uncommon are betweenclass imbalances on the order of 100:1, 1,000:1, and 10,000:1, where in each case, one class severely outrepresents another <NO>, <NO>, <NO>.']	Ronald Pearson, Gregory Goney, and James Shwaber. 2003. Imbalanced clustering for microarray time-series. Proceedings of the ICML, Vol. 3.			http://scholar.google.com/scholar?hl=en&q=Ronald+Pearson%2C+Gregory+Goney%2C+and+James+Shwaber.+2003.+Imbalanced+clustering+for+microarray+time-series.+In+Proceedings+of+the+ICML%2C+Vol.+3.
